,name,market,funding_total_usd,status,funding_rounds,State_code,City,founded_at,company_name,acquired_at,price_amount
8957,Lifebooker.com,Online_Tech,6500000,operating,1,NY,Brooklyn,2007-09-02,,,
8958,LifeCareSim,Online_Tech,20000,operating,1,TN,Memphis,,,,
8959,Lifecrowd,Online_Tech,5000000,operating,2,CA,Santa Monica,2011-01-01,,,
8960,LifeDox,Medical,625000,operating,1,MD,Sandy Spring,2010-01-01,,,
8961,Analyte Logic,Medical,700000,operating,1,CO,Denver,2008-01-01,,,
8962,Lifeenergy,Online_Tech,0,operating,1,FL,Palm Beach,2014-02-15,,,
8963,LifeGuard Games,Medical,62500,operating,2,MA,Boston,2012-09-01,,,
8964,LifeIMAGE,Medical,65077994,operating,7,MA,Newton,2008-01-01,,,
8965,lifeIO,Online_Tech,500000,operating,1,NY,New York,2006-08-29,,,
8966,Lifeline Biotechnologies,Online_Tech,200000,operating,1,NV,Reno,1981-01-01,,,
8967,Lifeloc Technologies,Online_Tech,250000,operating,1,CO,Wheat Ridge,1983-12-31,,,
8968,LifeLock,Online_Tech,177850000,operating,5,AZ,Tempe,2005-08-01,,,
8969,Lifelogger,Online_Tech,250000,operating,1,FL,Palm Beach Gardens,,,,
8970,"LifeMap Solutions, Inc.",Online_Tech,5000000,operating,1,CA,Alameda,2014-01-01,,,
8971,LIFEMODELER,Online_Tech,444963,operating,1,CA,San Clemente,,,,
8972,LifeNexus,Online_Tech,25126750,operating,9,CA,San Francisco,2005-01-01,,,
8973,LifeOnKey,Online_Tech,10000000,operating,1,NY,New York,2003-01-01,,,
8974,LifePics,Art,1980000,operating,1,CO,Boulder,2000-09-01,,,
8975,Lifeproof,Online_Tech,2764700,acquired,2,CA,San Diego,2010-01-01,Lifeproof,2013-05-22,
8976,LifeScribe,Art,0,operating,1,NY,New York,2011-10-01,,,
8977,LifeServe Innovations,Online_Tech,0,closed,1,OH,Cleveland,2008-01-01,,,
8978,Lifeshare Technologies,Medical,625000,operating,1,IN,Shelbyville,2009-01-01,,,
8979,LifeShield Security,Online_Tech,19000000,acquired,2,PA,Yardley,2004-01-01,LifeShield Security,2013-06-05,
8980,"LifeSize, a Division of Logitech",Online_Tech,42500000,acquired,2,TX,Austin,2003-01-01,"LifeSize, a Division of Logitech",2009-11-10,405000000.0
8981,Lifesquare,Medical,0,operating,1,CA,Menlo Park,2011-01-01,,,
8982,Lifestander,Online_Tech,31000,closed,1,NY,New York,2010-09-01,,,
8983,LifeStorage,Corporate_Services,120000000,operating,1,CA,Roseville,,,,
8984,Lifestreams,Online_Tech,2000000,operating,1,CT,New Haven,,,,
8985,LifeStreet Media,Online_Tech,66000000,operating,1,CA,San Carlos,,,,
8986,Analytics Quotient,Online_Tech,19515,operating,1,GA,Atlanta,2008-01-01,,,
8987,Lifestyle Air,Medical,0,operating,2,AZ,Paradise Valley,2006-05-22,,,
8988,LIFESYNC HOLDINGS,Online_Tech,300000,operating,1,FL,Fort Lauderdale,,,,
8989,Lifetone Technology,Online_Tech,1412300,operating,2,OK,Oklahoma City,2004-01-01,,,
8990,LifeVantage,Manufacturing,7634143,operating,3,UT,Sandy,2003-01-01,,,
8991,LifeWave,Medical,618178,operating,1,CA,Los Altos,2000-01-01,,,
8992,Lift,Retail,2500000,operating,1,CA,San Francisco,2009-09-22,,,
8993,Lift Agency,Corporate_Services,0,operating,1,TX,Austin,2011-08-29,,,
8994,Lift Labs,Medical,1800000,acquired,2,CA,San Francisco,,Lift Labs,2014-09-11,
8995,Lift Worldwide,Online_Tech,2500000,operating,2,CA,San Francisco,2011-08-22,,,
8996,LiftDNA,Online_Tech,1000000,acquired,2,NY,New York,2009-09-01,LiftDNA,2012-02-27,
8997,LiftMetrix,Online_Tech,2750000,operating,1,NY,New York,2013-09-01,,,
8998,Liftopia,Retail,7300000,,4,CA,San Francisco,2005-01-01,,,
8999,LIFX,Online_Tech,13320000,operating,3,CA,San Francisco,2012-01-01,,,
9000,Ligand Pharmaceuticals,Medical,225000000,operating,1,CA,San Diego,1987-01-01,,,
9001,Ligandal,Manufacturing,64000,operating,1,CA,Oakland,2013-01-01,,,
9002,LigerTail,Online_Tech,50000,operating,1,NY,New York,,,,
9003,Light Harmonic,Online_Tech,1667141,operating,3,CA,Sacramento,2010-11-11,,,
9004,Light Magic,Gaming,0,operating,1,NM,Albuquerque,2014-07-01,,,
9005,Light Sciences Oncology,Medical,139861674,operating,6,WA,Bellevue,1994-01-01,,,
9006,Light Up Africa,Online_Tech,0,operating,1,IL,Chicago,2012-01-01,,,
9007,Anametrix,Online_Tech,5550000,acquired,3,CA,San Diego,2010-01-01,Anametrix,2014-10-15,
9008,LightArrow,Online_Tech,1700000,operating,3,TX,Austin,2010-01-01,,,
9009,Lighter Living,Medical,3100000,closed,1,MA,Cambridge,,,,
9010,Lightera,Online_Tech,0,acquired,2,CA,Cupertino,1998-02-01,Lightera,1999-03-01,552000000.0
9011,Lighting by LED,Online_Tech,0,operating,1,PA,Pittsburgh,2014-04-20,,,
9012,Lighting Retrofit International,Online_Tech,4999929,operating,1,MD,Gambrills,2009-01-01,,,
9013,Lighting Science Group,Online_Tech,277116726,operating,7,FL,Satellite Beach,2004-01-01,,,
9014,Lightning Gaming,Gaming,4000000,operating,1,PA,Marcus Hook,2004-01-01,,,
9015,LightningBuy,Online_Tech,0,operating,1,CT,Bridgeport,2011-01-03,,,
9016,LightPath Apps,Corporate_Services,150000,operating,1,DC,Washington,2011-09-01,,,
9017,Anaphore,Medical,24300000,closed,3,CA,La Jolla,2008-01-01,,,
9018,LightSail Education,Education,8692266,operating,1,NY,New York,2012-05-01,,,
9019,LightSail Energy,Online_Tech,42800000,operating,2,CA,Berkeley,,,,
9020,LightSand Communications,Online_Tech,7000000,operating,1,TX,Plano,,,,
9021,Lightscape Materials,Manufacturing,4040828,operating,1,NJ,Princeton,2009-01-01,,,
9022,Lightside Games,Gaming,2744997,operating,4,CA,Mountain View,,,,
9023,LightSide Labs,Online_Tech,195000,operating,1,PA,Pittsburgh,2013-01-01,,,
9024,Lightspeed,Online_Tech,0,operating,1,NY,New York,2006-01-01,,,
9025,Lightspeed Audio Labs,Art,1250000,operating,1,NJ,Scotch Plains,,,,
9026,Anaplan,Online_Tech,144400000,operating,3,CA,San Francisco,2006-01-01,,,
9027,Lightspeed Genomics,Medical,5082474,operating,1,CA,Santa Clara,2006-01-01,,,
9028,"Lightspeed Technologies, Inc.",Art,430000,operating,1,OR,Tualatin,1990-01-01,,,
9029,LightSquared,Online_Tech,265000000,operating,1,VA,Reston,2010-01-01,,,
9030,Lightwave Logic,Online_Tech,24590000,operating,5,DE,Newark,,,,
9031,Lightwave Power,Online_Tech,13000000,operating,1,ME,Cambridge,2008-01-01,,,
9032,Anapsis,Online_Tech,100000,operating,1,CA,San Francisco,,,,
9033,Lightwaves,Online_Tech,1500000,operating,1,IA,Cedar Rapids,2002-01-01,,,
9034,Lightwire,Online_Tech,18000000,acquired,1,CA,Santa Clara,,Lightwire,2012-02-24,271000000.0
9035,Lightyear Network Solutions,Manufacturing,1523100,operating,1,KY,Louisville,1993-01-01,,,
9036,LigoCyte Pharmaceuticals,Medical,43562640,acquired,4,MT,Bozeman,1998-01-01,LigoCyte Pharmaceuticals,2012-10-01,60000000.0
9037,Ligon Discovery,Medical,1500000,operating,2,MA,Cambridge,,,,
9038,Liibook,Online_Tech,70052,,1,CA,Redwood City,2010-07-21,,,
9039,Liiiike,Art,500000,operating,1,NY,New York,2012-06-18,,,
9040,Lijit Networks,Online_Tech,28300000,acquired,6,CO,Boulder,2006-06-01,Lijit Networks,2011-10-04,
9041,AnaptysBio,Medical,45046511,operating,4,CA,San Diego,2005-01-01,,,
9042,Like.com,Online_Tech,47300000,acquired,3,CA,San Mateo,1986-06-18,Like.com,2010-08-20,
9043,Likeability,Online_Tech,475000,operating,1,MD,Hunt Valley,2012-03-06,,,
9044,Likeable Local,Online_Tech,1570000,operating,2,NY,New York,2012-01-01,,,
9045,LikeBright,Online_Tech,0,operating,1,WA,Seattle,2011-08-01,,,
9046,Anaqua,Online_Tech,125000000,operating,2,MA,Boston,2004-01-01,,,
9047,Likelii,Online_Tech,450000,operating,1,MA,Cambridge,2011-03-25,,,
9048,LikeLike.com,Online_Tech,0,operating,1,CA,Pasadena,1999-01-01,,,
9049,LikeList,Online_Tech,5000000,closed,1,CA,Sunnyvale,2008-01-01,,,
9050,LikeMe.Net,Online_Tech,3349996,operating,1,CO,Denver,2008-10-01,,,
9051,Likewise Software,Online_Tech,10000000,acquired,1,WA,Bellevue,2004-11-01,Likewise Software,2012-03-20,
9052,Lil Monkey Butt,Online_Tech,0,operating,1,IL,Elk Grove Village,2013-09-03,,,
9053,Lili B Enterprises,Online_Tech,0,operating,1,FL,Tallahassee,1999-06-01,,,
9054,Lilianna Spinal Solutions,Medical,50000,operating,1,TX,Dallas,2013-12-18,,,
9055,Lilikoi,Online_Tech,20000,operating,1,HI,Kahuku,,,,
9056,Lilliputian Systems,Science_and_Engineering,83350000,operating,5,MA,Wilmington,2002-01-01,,,
9057,LilLuxe,Online_Tech,1200000,closed,1,CA,Sausalito,2010-03-09,,,
9058,Lily & Strum,Art,110000,operating,1,PA,Pittsburgh,2013-01-01,,,
9059,3Pillar Global,Online_Tech,25920000,operating,4,VA,Fairfax,2006-08-01,,,
9060,Lima,Online_Tech,3729074,operating,2,DE,Newark,2011-12-26,,,
9061,Limbo,Gaming,27100000,operating,4,CA,Burlingame,2005-10-01,,,
9062,Limeade,Medical,33993894,operating,4,WA,Bellevue,2006-02-05,,,
9063,LimeLife,Online_Tech,20900000,acquired,5,CA,Menlo Park,2004-06-01,LimeLife,2010-08-18,
9064,Anavex,Medical,12600000,,2,NY,New York,,,,
9065,Limelight Health,Banking,0,operating,1,CA,California City,2014-01-01,,,
9066,Limerick BioPharma,Medical,42119415,operating,5,CA,South San Francisco,2004-01-01,,,
9067,Limk,Online_Tech,310121,operating,4,CA,San Francisco,2011-01-01,,,
9068,Limos.com,Service,15000000,operating,2,CA,San Francisco,2007-08-01,,,
9069,LIN TV,Online_Tech,4500000,operating,1,RI,Providence,,,,
9070,Lincare,Online_Tech,0,,1,FL,Clearwater,1990-01-01,Lincare,2012-08-01,
9071,Lincoln Peak Partners,Online_Tech,83635,operating,1,MA,Newton,2011-01-01,,,
9072,Lincoln Renewable Energy,Online_Tech,55000000,operating,2,IL,Chicago,,,,
9073,Ancanco,Online_Tech,0,operating,1,MA,Cotuit,2013-11-11,,,
9074,Linden Lab,Gaming,19000000,operating,2,CA,San Francisco,1999-01-01,,,
9075,Lindsey Shell,Medical,0,operating,1,AR,Fayetteville,2012-11-09,,,
9076,Linea,Art,4000000,closed,1,WA,Seattle,2011-04-01,,,
9077,Lineagen,Medical,42994064,operating,5,UT,Salt Lake City,2002-01-01,,,
9078,Linear Computer Solutions,Retail,0,operating,1,NV,Reno,2013-03-15,,,
9079,Linear Dynamics Energy,Online_Tech,0,operating,1,IN,Rising Sun,2011-11-15,,,
9080,Linear Labs,Retail,150000,operating,1,TX,Fort Worth,2013-01-01,,,
9081,Ancera,Medical,1277500,operating,2,CT,Branford,2011-01-01,,,
9082,Linebacker,Online_Tech,315317,operating,1,OH,Columbus,2007-01-01,,,
9083,LineHop,Online_Tech,150000,operating,2,IL,Chicago,,,,
9084,LineRate Systems,Online_Tech,6352877,,3,CO,Louisville,2008-01-01,LineRate Systems,2013-02-11,
9085,LineStream Technologies,Online_Tech,1000000,operating,2,OH,Cleveland,2008-06-01,,,
9086,Ancestry,Online_Tech,333200000,operating,2,UT,Provo,1983-01-01,,,
9087,Lingotek,Online_Tech,6444807,operating,5,VA,Reston,2006-02-01,,,
9088,Lingt,Online_Tech,0,acquired,1,GA,Boston,2009-01-01,Lingt,2010-12-01,
9089,LinguaNext,Online_Tech,0,operating,1,CA,San Jose,2009-01-01,,,
9090,Linguastat,Online_Tech,427985,operating,1,CA,San Francisco,2005-12-01,,,
9091,LinguaSys,Online_Tech,4920000,operating,3,FL,Boca Raton,2010-03-01,,,
9092,Link Medicine,Medical,64800003,closed,3,MA,Cambridge,2005-01-01,,,
9093,Link Trigger,Online_Tech,760237,operating,2,FL,Fort Lauderdale,2008-06-10,,,
9094,Linkable Networks,Corporate_Services,28729937,operating,7,MA,Boston,2011-01-01,,,
9095,Anchiva Systems,Online_Tech,7000000,operating,1,CA,San Jose,2004-10-01,,,
9096,Linkage Biosciences,Medical,12643228,operating,7,CA,South San Francisco,,,,
9097,Linkagoal,Other,1250000,operating,1,NC,Murphy,2011-01-01,,,
9098,LinkConnector Corporation,Online_Tech,275000,operating,1,NC,Cary,2004-01-01,,,
9099,LinkCycle,Manufacturing,0,operating,1,MA,Cambridge,2010-04-15,,,
9100,Linked Restaurant Group,Service,0,operating,1,NJ,Hackensack,2014-07-03,,,
9101,linkedü,Online_Tech,20000,operating,1,OH,Cincinnati,,,,
9102,linkedFA,Online_Tech,3000000,operating,1,FL,Coral Springs,,,,
9103,LinkedIn,Online_Tech,206121421,operating,7,CA,Mountain View,2003-05-05,,,
9104,Anchor Bay Technologies,Manufacturing,10000000,acquired,2,CA,Campbell,2001-10-01,Anchor Bay Technologies,2011-02-10,
9105,LinkMeGlobal,Online_Tech,1000,operating,1,CA,Campbell,2014-01-01,,,
9106,LinkPad Inc.,Medical,100000,operating,1,MD,Baltimore,2013-08-01,,,
9107,"Anchor ID, Inc.",Online_Tech,590000,operating,2,NY,Kingston,2014-01-01,,,
9108,Linksify,Online_Tech,500000,operating,1,CA,Richmond,,,,
9109,"LinkSmart, Inc.",Art,9700000,acquired,3,CO,Boulder,2009-10-14,"LinkSmart, Inc.",2014-11-25,
9110,LinkStorm,Online_Tech,8500000,operating,3,NY,New York,2000-08-01,,,
9111,Linksy,Online_Tech,100000,operating,1,WA,Seattle,2012-01-01,,,
9112,Linkwell Health,Medical,19300000,operating,2,MA,Needham,2008-01-01,,,
9113,3Play Media,Online_Tech,1011601,operating,3,MA,Cambridge,2007-01-01,,,
9114,Anchor Intelligence,Online_Tech,6000000,closed,2,CA,Mountain View,2007-01-01,,,
9115,Link_A_ Media,Online_Tech,56000000,acquired,3,CA,Santa Clara,,Link_A_ Media,2012-06-20,
9116,Linq3,Online_Tech,12000000,operating,1,NY,New York,2007-01-01,,,
9117,Linqia,Art,3400000,operating,1,CA,San Francisco,2012-02-01,,,
9118,LinQpay,Online_Tech,0,closed,1,CA,Carlsbad,2007-01-01,,,
9119,Anchor Semiconductor,Manufacturing,7200000,operating,1,CA,Santa Clara,,,,
9120,Linux Networx,Online_Tech,47000000,acquired,2,UT,Salt Lake City,1989-01-01,Linux Networx,2008-02-15,90000000.0
9121,Lio Social,Online_Tech,0,operating,1,CA,West Hollywood,2014-03-01,,,
9122,Lion & Foster International,Renting,0,operating,1,CA,Corte Madera,2012-09-09,,,
9123,Lion Biotechnologies,Medical,23000000,,1,CA,Woodland Hills,,,,
9124,Lion Fortress Services,Corporate_Services,0,operating,1,WA,Bellingham,,,,
9125,Lion Semiconductor,Manufacturing,2000000,,1,CA,Berkeley,2012-01-01,,,
9126,Lion Street,Online_Tech,3104000,operating,1,TX,Austin,,,,
9127,Anchor Therapeutics,Medical,10000000,operating,1,MA,Cambridge,2006-01-01,,,
9128,Lionseek,Online_Tech,0,operating,1,CA,San Francisco,2012-02-01,,,
9129,Lionside,Gaming,1600000,acquired,1,CA,San Francisco,2009-01-01,Lionside,2011-09-15,
9130,Lipella Pharmaceuticals,Medical,611424,operating,3,PA,Pittsburgh,,,,
9131,Liqueo,Online_Tech,150000,operating,2,VA,Vienna,2010-12-25,,,
9132,Liquid Engines,Online_Tech,5500000,acquired,1,CA,Santa Clara,2001-01-01,Liquid Engines,2008-08-26,
9133,Anchor™,Online_Tech,3500000,operating,1,CA,San Francisco,2011-04-01,,,
9134,Liquid Grids,Online_Tech,4817324,operating,2,CA,San Diego,2010-12-10,,,
9135,Liquid Health Labs,Medical,100000,operating,1,NH,Manchester,,,,
9136,Liquid Light,Retail,23500000,operating,2,NJ,Monmouth Junction,,,,
9137,Liquid Machines,Online_Tech,17500000,acquired,2,MA,Waltham,,Liquid Machines,2010-06-09,
9138,Liquid Robotics,Online_Tech,81575000,operating,6,CA,Sunnyvale,2007-01-01,,,
9139,Liquid Scenarios,Banking,112000,operating,1,CO,Boulder,2009-12-09,,,
9140,Liquid Spins,Online_Tech,517500,operating,3,CO,Colorado Springs,2009-01-01,,,
9141,Liquid X,Manufacturing,1400000,operating,2,PA,Pittsburgh,2010-01-01,,,
9142,AnchorFree,Online_Tech,62800000,operating,3,CA,Mountain View,2005-11-28,,,
9143,LiquidCompass,Online_Tech,1375600,operating,1,TX,Dallas,,,,
9144,LiquidCool Solutions,Manufacturing,5182400,operating,3,MN,Rochester,2006-01-01,,,
9145,LiquidFrameworks,Online_Tech,5000000,operating,1,TX,Houston,2001-01-01,,,
9146,LiquidHub,Corporate_Services,93000000,operating,4,PA,Wayne,2000-01-01,,,
9147,Liquidia Technologies,Manufacturing,57799994,operating,6,NC,Morrisville,2004-01-01,,,
9148,LiquidM,Online_Tech,8700000,operating,2,CA,San Francisco,2013-01-01,,,
9149,Liquidmetal Technologies,Online_Tech,35125010,operating,2,CA,Rancho Santa Margarita,,,,
9150,Liquidnet,Online_Tech,0,operating,1,NY,New York,2001-01-01,,,
9151,LiquidPiston,Online_Tech,21250000,operating,5,CT,Bloomfield,2003-01-01,,,
9152,LiquidPlanner,Online_Tech,11600000,operating,4,WA,Seattle,2006-03-01,,,
9153,LiquidPractice,Online_Tech,331937,,1,NM,Albuquerque,,,,
9154,LiquidSpace,Online_Tech,26200000,operating,6,CA,Palo Alto,2010-01-01,,,
9155,LiquidTalk,Online_Tech,2430000,acquired,1,IL,Chicago,2006-01-01,LiquidTalk,2008-10-16,
9156,LiquidText,Online_Tech,58000,operating,2,GA,Atlanta,2012-05-01,,,
9157,LiquidWare Labs,Online_Tech,2776316,operating,2,IL,Palatine,2009-01-01,,,
9158,LiquiGlide,Online_Tech,100000,operating,1,MA,Cambridge,,,,
9159,Liquipel,Online_Tech,10000000,operating,1,CA,Santa Ana,2011-01-01,,,
9160,Liquiteria,Online_Tech,4826339,operating,1,NY,New York,1996-01-01,,,
9161,Ancora Pharmaceuticals,Medical,800000,operating,2,MA,Medford,2001-01-01,,,
9162,Liquor.com,Online_Tech,3100000,operating,1,CA,San Francisco,2008-11-24,,,
9163,LISNR Inc.,Online_Tech,4350000,operating,2,OH,Cincinnati,2012-03-01,,,
9164,Listar,Online_Tech,250000,operating,1,FL,Miami,,,,
9165,listedplaces,Online_Tech,20000,closed,1,NY,Brooklyn,2011-03-13,,,
9166,Listen Edition,Education,18000,operating,1,MA,Boston,,,,
9167,Listen Up,Online_Tech,40000,operating,1,TN,Nashville,2012-05-17,,,
9168,Listia,Online_Tech,11165000,operating,4,CA,Mountain View,2009-08-01,,,
9169,Lit Building Directory,Online_Tech,0,operating,1,NY,New York,2011-04-01,,,
9170,Lit Motors,Online_Tech,2200000,operating,2,CA,San Francisco,2010-02-01,,,
9171,Litchfield Financial Corporation,Online_Tech,0,,1,VT,Stamford,1988-01-01,,,
9172,Anda,Medical,155000,operating,1,FL,Weston,1992-01-01,,,
9173,Litchy Electric,Online_Tech,0,operating,1,NV,Las Vegas,2001-06-01,,,
9174,Litehouse,Online_Tech,25000,operating,1,CA,San Jose,2014-01-01,,,
9175,Litepoint,Retail,0,acquired,1,CA,Sunnyvale,2001-01-01,Litepoint,2011-09-14,580000000.0
9176,Literably,Online_Tech,0,operating,1,CA,South San Francisco,,,,
9177,LiteScape Technologies,Online_Tech,26500000,operating,3,CA,Redwood Shores,2003-01-01,,,
9178,Litesprite,Medical,100000,operating,1,WA,Bellevue,2013-01-01,,,
9179,Lithera,Medical,35300000,operating,3,CA,San Diego,2007-01-01,,,
9180,Lithium Technologies,Online_Tech,151650012,operating,5,CA,San Francisco,2001-08-06,,,
9181,Lithotripsy of Northern Indiana,Online_Tech,470400,operating,4,TX,Austin,1999-01-01,,,
9182,3point5.com,Online_Tech,1500000,operating,1,UT,Salt Lake City,,,,
9183,ANDA Networks,Online_Tech,10500000,operating,1,CA,Sunnyvale,1998-01-01,,,
9184,Litigain,Corporate_Services,250000,operating,1,NY,New York,2012-01-01,,,
9185,Litographs,Art,100000,operating,1,MA,Cambridge,2011-01-01,,,
9186,Little Bird,Online_Tech,2741668,operating,4,OR,Portland,2011-11-11,,,
9187,Little Black Bag,Online_Tech,10750000,operating,2,CA,Los Angeles,2011-01-01,,,
9188,Little Duck Organics,Service,4000000,operating,1,NY,Brooklyn,2011-01-01,,,
9189,Little Gray Farms,Labor,17000,operating,1,WA,Quilcene,,,,
9190,ANDalyze,Science_and_Engineering,2277608,operating,3,IL,Champaign,2005-01-01,,,
9191,Little Green Windmill,Retail,0,operating,1,AR,Springdale,2008-09-16,,,
9192,Little Labs,Online_Tech,0,operating,1,CA,Los Angeles,,,,
9193,Little Pim,Education,4596947,operating,4,NY,New York,2006-01-01,,,
9194,Little Quest,Online_Tech,100000,operating,1,CA,Santa Monica,2013-08-12,,,
9195,Little Red Wagon Technologies,Online_Tech,4588599,operating,7,MD,Glen Burnie,2001-01-01,,,
9196,Little1,Online_Tech,100000,operating,1,IN,,2012-01-01,,,
9197,littleBits Electronics,Online_Tech,15600000,operating,4,NY,New York,2011-09-01,,,
9198,Littlecast,Online_Tech,2000000,operating,1,CA,San Francisco,2013-01-01,,,
9199,"LittleCast, Inc.",Online_Tech,2000000,operating,1,CA,San Francisco,2013-03-01,,,
9200,LittleFoot Energy Finance,Science_and_Engineering,0,operating,1,MA,Waltham,2013-09-06,,,
9201,LivBlends,Medical,1022000,operating,3,CA,San Francisco,2013-01-01,,,
9202,Live Gamer,Corporate_Services,43100000,operating,5,NY,New York,2007-01-01,,,
9203,Live Life 360,Online_Tech,0,operating,1,UT,Salt Lake City,2014-01-19,,,
9204,Live Matrix,Online_Tech,0,acquired,1,CA,Los Angeles,2009-01-01,Live Matrix,2012-02-08,
9205,Live On The Go,Online_Tech,60000,acquired,1,CA,Anaheim,,Live On The Go,2010-10-07,
9206,Live Well Financial,Online_Tech,0,operating,1,VA,Richmond,2005-01-01,,,
9207,Live Youth Sports Network,Gaming,45000,operating,2,FL,Longwood,2014-05-02,,,
9208,LiveAction,Online_Tech,5850000,operating,2,CA,Palo Alto,2007-01-01,,,
9209,LiveAir Networks,Online_Tech,0,operating,1,TX,Smithville,2004-04-08,,,
9210,"LiveAnswer, Inc.",Online_Tech,1500000,operating,1,FL,Miami,2013-04-10,,,
9211,LiveAuctioneers,Online_Tech,47600000,operating,1,NY,New York,2009-01-01,,,
9212,liveBooks,Corporate_Services,5000000,operating,1,CA,Sausalito,2005-04-01,,,
9213,LiveBuzz,Online_Tech,50000,operating,1,NV,Las Vegas,2008-04-01,,,
9214,LiveClips,Online_Tech,6855000,operating,5,CT,Stamford,2008-01-01,,,
9215,LiveData,Online_Tech,0,operating,1,MA,Cambridge,1991-06-01,,,
9216,LiveDeal,Online_Tech,4900000,acquired,1,NV,Las Vegas,,LiveDeal,2007-06-07,12000000.0
9217,LiveExercise,Online_Tech,100000,operating,1,FL,Boca Raton,2012-10-01,,,
9218,Livefyre,Online_Tech,20300000,operating,3,CA,San Francisco,2009-12-01,,,
9219,LiveHealthier,Medical,1000000,operating,1,MD,Bethesda,2005-01-01,,,
9220,LiveHive,Online_Tech,4700000,operating,1,CA,San Jose,2011-01-01,,,
9221,Andela,Online_Tech,3000000,operating,1,NY,New York,2014-01-01,,,
9222,LiveIntent,Other,32600000,operating,3,NY,New York,2009-04-23,,,
9223,Livekick,Online_Tech,0,closed,1,NY,New York,2008-01-01,,,
9224,LiveLeaf,Medical,3850000,operating,1,CA,San Carlos,2008-01-01,,,
9225,LiveLoop,Online_Tech,0,operating,2,CA,San Francisco,2010-03-01,,,
9226,Lively,Online_Tech,2775000,operating,4,WA,Seattle,2013-01-01,,,
9227,Lively Inc.,Online_Tech,7300000,operating,2,CA,San Francisco,2012-09-01,,,
9228,Andera,Online_Tech,9350000,acquired,2,RI,Providence,2000-06-01,Andera,2014-05-08,44500000.0
9229,LivelyFeed,Online_Tech,50000,operating,1,CA,San Diego,2012-05-15,,,
9230,LiveMinutes,Online_Tech,3154164,operating,2,CA,San Francisco,2011-01-01,,,
